Application denied by financial institution,0615,452
Loan purchased by the institution,3263,3
Application withdrawn by applicant,8486,2
Loan originated,162000,1
Application denied by financial institution,1748,19
Preapproval request approved but not accepted,318,5
Application denied by financial institution,7164,2
File closed for incompleteness,0263,1067
Loan originated,6868,1
Application approved but not accepted,2207,6
Application approved but not accepted,0323,1027
Preapproval request approved but not accepted,391,2
Application approved but not accepted,1112,2
Preapproval request approved but not accepted,3744,3
Application approved but not accepted,1456,17
Application withdrawn by applicant,1567,2
Application denied by financial institution,3006,1
Loan purchased by the institution,2336,3
Application approved but not accepted,433,22
Loan originated,2388,3
File closed for incompleteness,557,7
Loan originated,6959,1
Application approved but not accepted,83,2535
Application denied by financial institution,4139,1
Application denied by financial institution,5280,6
Loan originated,1267,277
Preapproval request approved but not accepted,66,253
Loan purchased by the institution,1688,8
Application withdrawn by applicant,4748,1
File closed for incompleteness,324,131
Loan originated,2091,39
Application withdrawn by applicant,3615,2
Application withdrawn by applicant,485,61
Application withdrawn by applicant,024,2
Preapproval request approved but not accepted,1860,1
Application withdrawn by applicant,0177,12766
Application denied by financial institution,1542,20
Loan originated,4078,8
File closed for incompleteness,1396,5
File closed for incompleteness,2147,3
Application approved but not accepted,2142,1
File closed for incompleteness,221,243
Loan originated,5096,1
Application denied by financial institution,5589,1
Application approved but not accepted,1215,3
File closed for incompleteness,0469,135
Application denied by financial institution,6031,3
Application approved but not accepted,1250,93
Loan purchased by the institution,2439,1
Loan originated,236,4014
Application withdrawn by applicant,206,699
Loan originated,0134,201957
File closed for incompleteness,1293,7
Application withdrawn by applicant,3791,2
Application approved but not accepted,115,1723
File closed for incompleteness,34999,1
Loan purchased by the institution,1203,30
Loan originated,2182,2
Application denied by financial institution,836,9
Loan purchased by the institution,473,19
Loan originated,2821,17
Preapproval request approved but not accepted,1057,3
Application withdrawn by applicant,8280,3
Loan originated,1358,16
Loan purchased by the institution,4245,1
File closed for incompleteness,1014,19
Preapproval request approved but not accepted,0830,6
Preapproval request approved but not accepted,215,45
Application denied by financial institution,2572,3
Application denied by financial institution,1225,6
Application denied by financial institution,3912,1
Application denied by financial institution,1328,2
Application withdrawn by applicant,382,97
Application approved but not accepted,0529,194
File closed for incompleteness,1474,1
Application denied by financial institution,0894,142
Application approved but not accepted,5297,1
Loan purchased by the institution,679,8
Application withdrawn by applicant,0000305,1
Application approved but not accepted,2104,3
Loan originated,3048,22
Application approved but not accepted,3031,1
Loan originated,2018,55
Loan originated,1255,22
File closed for incompleteness,454,14
Loan originated,3139,1
Application denied by financial institution,0512,653
Application denied by financial institution,0791,152
Application withdrawn by applicant,2112,2
Application denied by financial institution,0718,218
Application approved but not accepted,218,224
Loan purchased by the institution,5147,1
Application withdrawn by applicant,1834,6
Application withdrawn by applicant,8001,3
Loan originated,5632,2
Application denied by financial institution,3426,1
Application withdrawn by applicant,0981,62
File closed for incompleteness,1296,3
Loan purchased by the institution,2337,3
File closed for incompleteness,1015,33
Preapproval request approved but not accepted,0028,3775
Preapproval request denied by financial institution,2193,1
Application approved but not accepted,7500,8
Loan originated,8547,3
Loan originated,25000,1
Application denied by financial institution,915,11
Application withdrawn by applicant,6221,1
Loan originated,721,89
Application withdrawn by applicant,1938,8
Application denied by financial institution,631,37
Application approved but not accepted,2208,2
Application denied by financial institution,0998,91
File closed for incompleteness,4938,1
Loan originated,1268,243
Application denied by financial institution,7062,1
File closed for incompleteness,6616,1
Loan purchased by the institution,728,7
Loan purchased by the institution,4294,2
File closed for incompleteness,1397,8
Loan originated,2837,2
Application denied by financial institution,2880,4
Loan purchased by the institution,6981,1
Loan purchased by the institution,2131,4
File closed for incompleteness,1294,10
Loan purchased by the institution,295,145
Application withdrawn by applicant,1080,48
Loan originated,5545,1
Preapproval request approved but not accepted,3848,2
Loan purchased by the institution,398,39
Application denied by financial institution,44,20164
Preapproval request approved but not accepted,1964,1
Application denied by financial institution,288,453
Application approved but not accepted,1251,23
Application denied by financial institution,0616,330
File closed for incompleteness,50,7752
Application withdrawn by applicant,934,8
Application denied by financial institution,734,12
Loan purchased by the institution,7835,1
Application withdrawn by applicant,0178,13282
Loan originated,4882,2
Application denied by financial institution,2779,2
Application denied by financial institution,0792,532
Application denied by financial institution,5105,1
Application withdrawn by applicant,0000203,1
Loan originated,4500,106
Application approved but not accepted,740,7
Application denied by financial institution,9049,1
Application withdrawn by applicant,0075,137649
Loan originated,1601,8
Application withdrawn by applicant,3513,5
Application denied by financial institution,2807,1
Application denied by financial institution,1543,17
